Index,Product,Mouser Part,Manufacturer Part,Manufacturer,Description,Qty,Unit Price,Total Price,URL
1,Rolamento 608zz Código 210046-0 Makita Original,,,,,2,R$ 18,80,R$ 37,60,https://www.mercadolivre.com.br/rolamento-608zz-codigo-2100460-makita-original/up/MLBU3548005871
2,Parafuso Aço M3x8mm Inox A2 Cabeça Cilíndrica Belenus 20 Pçs,,,,,20,R$ 1,13,R$ 22,61,https://www.mercadolivre.com.br/parafuso-aco-m3x8mm-inox-a2-cabeca-cilindrica-belenus-20-pcs/up/MLBU1728157628
3,Silicone Acético Transparente Tekbond 50g Vedação Vidro,,,,,2,R$ 14,15,R$ 28,30,https://www.mercadolivre.com.br/silicone-acetico-transparente-tekbond-50g-vedacao-vidro/up/MLBU3635637178
4,Filtro De Linha + DPS Iclamper 5 Tomadas LCF,,,,,1,R$ 69,99,R$ 69,99,https://www.mercadolivre.com.br/filtro-de-linha--dps-iclamper-5-tomadas-lcf-transparente/up/MLBU2033877036
5,Filtro Interno IPF 408 Aquário Pequeno 30 Litros Aleas,,,,,1,R$ 41,90,R$ 41,90,https://www.mercadolivre.com.br/filtro-interno-ipf-408-aquario-pequeno-30-litros-aleas/p/MLB22768122
6,Fita LED COB 10W/m 12V 320LED/m + Fonte 5A,,,,,1,R$ 66,48,R$ 66,48,https://produto.mercadolivre.com.br/MLB-4013731609-fita-led-cob-10wm-12v-320ledm-irc80-3000k-ip65-fonte-5a-_JM
7,Sensor Temperatura DS18B20 + Módulo Adaptador,,,,,1,R$ 36,95,R$ 36,95,https://www.mercadolivre.com.br/sensor-temperatura-ds18b20-a-prova-dagua--modulo-adaptador/up/MLBU1467486302
8,Módulo Sensor pH + Eletrodo BNC,,,,,1,R$ 169,99,R$ 169,99,https://www.casadarobotica.com/sensores-modulos/sensores/outros/modulo-sensor-ph-eletrodo-sonda-bnc-sensor-de-ph-da-agua
9,Sensor de Turbidez Arduino,,,,,1,R$ 121,21,R$ 121,21,https://www.mercadolivre.com.br/sensor-de-turbidez-arduino-para-monitoramento-dagua/up/MLBU1444897199
10,Sensor Fluxo Vazão Água YF-S201,,,,,1,R$ 32,00,R$ 32,00,https://www.mercadolivre.com.br/sensor-de-fluxo-vazo-agua-12-yf-s201-arduino-efeito-hall/p/MLB27392154
11,Sensor Nível Água Arduino,,,,,1,R$ 9,90,R$ 9,90,https://www.mercadolivre.com.br/sensor-nivel-agua-arduino-montimport-profundidade/p/MLB61745919
12,Detector Vazamento Água WiFi,,,,,1,R$ 149,90,R$ 149,90,https://www.mercadolivre.com.br/detector-vazamento-de-agua-velds-wifi-c-alarme-e-aplicativo/up/MLBU3181345437
13,Motor de Passo Nema 17 1.3A,,,,,1,R$ 60,75,R$ 60,75,https://produto.mercadolivre.com.br/MLB-3947539365-motor-de-passo-nema-17-13a-28-kg-cnc-laser-impressora-3d-_JM
14,Interruptor Bipolar 25A,,,,,1,R$ 39,25,R$ 39,25,https://www.mercadolivre.com.br/interruptor-bipolar-alumbra-25a-linha-inova-pro-branco/p/MLB28572096
15,Fonte Chaveada 12V 10A IP67,,,,,1,R$ 188,00,R$ 188,00,https://www.mercadolivre.com.br/fonte-chaveada-fc-fontes-12v-10a-120w-blindada-ip67-aluminio/p/MLB34122250
16,Cabo de Força 2P+T 1.5m,,,,,1,R$ 39,50,R$ 39,50,https://www.mercadolivre.com.br/cabo-de-forca-rabicho-2p--t-250mm-plugue-10a-150-metro/up/MLBU1750521180
17,Abraçadeiras Nylon 100pcs,,,,,1,R$ 10,90,R$ 10,90,https://a.co/d/00ajxSVW
18,Conectores Wago 221-612 (kit),,,,,1,R$ 14,48,R$ 14,48,https://a.co/d/066xS34E
19,Driver DRV8825 Stepper,,,,,1,R$ 19,50,R$ 19,50,https://www.mercadolivre.com.br/driver-para-motor-de-passo-drv8825-bipolar-impressora-3d-cnc/up/MLBU3509243412
20,,603-CC1206KFX5R7BB10,CC1206KFX5R7BB106,YAGEO,10uF 1206 MLCC Capacitor,10,$0.198,$1.98,
21,,708-CML0805X7R104K50,CML0805X7R104KT50V,SEI Stackpole,100nF 0805 MLCC Capacitor,20,$0.04,$0.80,
22,,598-227SAK016M,227SAK016M,Cornell Dubilier,220uF Electrolytic Capacitor,3,$0.45,$1.35,
23,,594-MAL214656331E3,MAL214656331E3,Vishay,330uF Electrolytic Capacitor,3,$1.68,$5.04,
24,,593-LSM0805463V,LSM0805463V,VCC,0805 Blue LED,80,$0.289,$23.12,
25,,651-1723014,1723014,Phoenix Contact,Terminal Block 2P 5.08mm,8,$6.29,$50.32,
26,,640-USB1040-GF-L-B,USB1040-GF-L-B,GCT,USB A Vertical Connector,4,$0.63,$2.52,
27,,821-SS34ALH,SS34ALH,Taiwan Semiconductor,Schottky Diode 3A 40V,5,$0.54,$2.70,
28,,603-SMAJ12A-HP6AT/13,SMAJ12A-HP6AT/13,YAGEO,TVS Diode 12V SMAJ,3,$0.46,$1.38,
29,,621-AP2112K-3.3TRG1,AP2112K-3.3TRG1,Diodes Inc.,3.3V LDO Regulator,3,$0.22,$0.66,
30,,926-LM2596S-5.0/NOPB,LM2596S-5.0/NOPB,Texas Instruments,5V Buck Regulator,2,$7.01,$14.02,
31,,700-MAX7219EWGT,MAX7219EWG+T,Analog Devices,LED Matrix Driver,1,$19.75,$19.75,
32,,621-74HCT125T14-13,74HCT125T14-13,Diodes Inc.,Quad Buffer IC,3,$0.52,$1.56,
33,,576-1812L050/30PR,1812L050/30PR,Littelfuse,Polyfuse 1812 0.5A,6,$0.90,$5.40,
34,,306-B3BXHALFSNP,B3B-XH-A,JST,JST XH 3 Pin Header,6,$0.11,$0.66,
35,,306-B4BXHALFSN,B4B-XH-A,JST,JST XH 4 Pin Header,6,$0.14,$0.84,
